DistrictName,PhysicalState,Enrollment,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,# K-12,% Kindergarten,% 1st-8th,% 9th-12th,White,Black_AfricanAmerican,NativeAmerican,Asian,Other,<$10k,$10k-$15k,$15k-$25k,$25k-$35k,$35k-$50k,$50k-$75k,$75k-$100k,$100k-$150k,$150k-$200k,$200k<,% with Computer,% with Internet
Norway-Vulcan Area School District,MI,756.0,On Premises,Yes,No,No,No,Required for all staff,Unknown,Yes,Yes,Never closed,No,575,11.304347826086957,43.47826086956522,45.21739130434783,98.7,0.5,1.3,1.9,0.5,0.9,0.9,8.8,0.9,23.1,13.2,13.2,24.2,6.6,9.9,98.9,90.1
Novi Community School District,MI,6796.0,Hybrid,Yes,Yes,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,6650,6.7669172932330826,57.443609022556394,35.78947368421053,55.4,7.6,1.1,37.3,3.1,1.1,0.6,1.3,2.2,5.5,8.3,15.3,27.4,14.1,24.2,100.0,98.3
Berkley School District,MI,4622.0,Online Only,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Unknown,Never closed,Unknown,4470,7.718120805369128,63.64653243847875,28.635346756152124,90.2,9.3,1.2,2.7,3.1,2.1,2.1,3.2,5.5,5.3,11.5,13.4,27.0,12.0,18.2,99.1,98.6
Oak Park School District,MI,4835.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,3850,8.571428571428571,58.701298701298704,32.72727272727273,15.8,84.2,4.0,2.3,0.8,6.0,1.9,9.1,12.9,21.3,18.5,13.2,14.9,1.4,1.0,96.2,90.6
Okemos Public Schools,MI,4306.0,Online Only,Yes,Unknown,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,No,4215,9.015421115065243,62.51482799525504,28.469750889679716,73.6,6.8,3.2,29.2,1.4,1.0,0.2,6.6,2.5,7.8,8.2,12.6,28.8,11.7,20.6,98.8,94.4
Olivet Community Schools,MI,1491.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,1115,5.381165919282512,57.847533632286996,36.771300448430495,97.9,3.0,1.7,0.0,1.3,5.8,0.7,0.7,3.3,13.2,23.1,31.4,14.0,5.0,2.5,95.9,89.3
Onaway Area Community School District,MI,619.0,Hybrid,Yes,No,Unknown,Unknown,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,665,3.007518796992481,57.142857142857146,39.849624060150376,98.6,2.1,1.4,0.6,2.8,3.4,2.3,8.0,8.0,18.2,23.9,20.5,14.8,2.3,0.9,97.7,83.0
Onekama Consolidated School District,MI,440.0,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,395,10.126582278481013,56.962025316455694,32.91139240506329,97.5,2.5,11.3,0.0,0.0,2.4,0.0,5.9,0.0,8.8,26.5,26.5,11.8,2.4,20.6,100.0,85.3
Onsted Community School District,MI,1355.0,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1510,9.602649006622517,63.24503311258278,27.1523178807947,97.5,2.5,0.6,1.6,3.8,0.5,1.7,4.0,5.1,10.2,23.3,18.8,24.4,9.1,3.4,100.0,96.0
Ontonagon Area School District,MI,271.0,On Premises,No,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,No,Unknown,Yes,415,2.4096385542168677,60.24096385542169,37.34939759036145,98.9,0.9,8.0,0.0,0.0,1.6,1.6,6.1,16.3,10.2,34.7,16.3,4.1,4.1,1.6,95.9,79.6
Brandon School District,MI,2725.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Pending,Pending,Pending,Yes,3340,7.335329341317365,61.377245508982035,31.2874251497006,96.2,4.6,0.1,1.7,1.6,1.0,3.8,1.2,1.0,7.2,18.9,17.0,26.4,14.6,8.9,99.8,96.2
Oscoda Area School District,MI,1190.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1580,9.49367088607595,60.44303797468354,30.063291139240505,97.8,3.4,0.2,4.3,0.0,6.7,4.7,8.3,8.3,22.8,22.8,15.0,8.3,2.1,1.6,97.9,91.2
Lakeville Community Schools,MI,1205.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,1745,4.2979942693409745,59.598853868194844,36.10315186246418,98.8,1.7,1.2,0.5,0.2,1.3,3.4,8.1,9.0,10.7,29.9,15.8,13.7,5.1,3.4,96.6,92.3
Otsego Public Schools,MI,2500.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,2265,5.298013245033113,65.34216335540839,29.3598233995585,93.7,3.7,6.3,3.7,0.0,0.3,0.9,4.7,3.8,15.7,19.8,17.6,18.6,9.4,9.4,95.0,91.2
Whiteford Agricultural School District,MI,702.0,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Yes,Unknown,Yes,605,6.6115702479338845,65.2892561983471,28.09917355371901,94.7,0.6,0.0,5.3,1.5,0.0,0.0,5.3,3.9,9.2,19.7,13.2,35.5,9.2,3.9,100.0,90.8
Owendale-Gagetown Area Schools,MI,155.0,On Premises,Yes,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,260,7.6923076923076925,65.38461538461539,26.923076923076923,100.0,3.8,1.5,0.0,0.0,8.8,2.4,17.6,11.8,23.5,20.6,8.8,5.9,2.4,2.4,88.2,52.9
Owosso Public School District,MI,3423.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Yes,Closed indefinitely,Yes,3855,6.614785992217898,67.31517509727627,26.070038910505836,98.7,1.0,1.6,2.5,1.0,9.1,0.8,8.7,13.9,10.1,21.6,14.7,15.1,4.2,1.8,97.8,92.1
Oxford Community Schools,MI,5227.0,On Premises,Yes,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,4765,9.758656873032528,57.08289611752361,33.15844700944386,95.4,2.2,1.6,4.4,1.2,1.3,0.7,3.1,2.7,7.8,17.0,16.6,27.2,14.1,9.1,99.3,96.4
Adams Township School District,MI,462.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,530,7.547169811320755,63.20754716981132,29.245283018867923,99.1,3.7,0.7,1.9,0.0,1.6,0.0,12.0,4.0,4.0,30.0,20.0,16.0,1.6,12.0,100.0,84.0
Parchment School District,MI,1697.0,Hybrid,Yes,Yes,Pending,Yes,Required for all staff,Required for all students,Yes,Unknown,Closed indefinitely,Yes,1850,7.837837837837838,67.29729729729729,24.864864864864863,86.1,15.8,3.2,0.5,0.8,5.0,5.0,8.5,10.1,3.5,27.1,21.1,14.6,5.5,0.0,98.5,96.0
Big Jackson School District,MI,15.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,54,7.407407407407407,74.07407407407408,18.51851851851852,90.9,0.0,0.0,0.0,7.3,0.0,0.0,0.0,11.4,0.0,28.6,28.6,11.4,11.4,11.4,100.0,85.7
Western School District,MI,2885.0,Online Only,Yes,Unknown,No,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Unknown,2545,6.8762278978389,62.082514734774065,31.041257367387033,97.6,2.2,0.7,1.7,0.1,4.7,0.0,2.3,9.3,10.9,23.3,15.6,24.1,7.8,1.9,95.7,86.0
Paw Paw Public School District,MI,2272.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Unknown,Unknown,Yes,Unknown,Yes,1990,6.532663316582915,64.57286432160804,28.894472361809044,96.0,2.2,1.6,0.0,6.3,0.7,3.0,5.7,5.7,19.3,16.9,21.6,15.9,6.1,5.7,98.0,90.9
Peck Community School District,MI,355.0,Other,Yes,Yes,Unknown,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,395,7.594936708860759,56.962025316455694,35.44303797468354,100.0,5.0,1.0,0.0,1.0,7.1,1.9,1.9,7.1,21.4,31.0,16.7,9.5,0.0,1.9,95.2,85.7
Pellston Public School District,MI,500.0,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,870,6.896551724137931,56.32183908045977,36.7816091954023,93.9,2.8,6.1,2.8,0.4,4.1,4.1,6.1,12.2,18.4,18.4,17.3,14.3,4.1,2.0,93.9,82.7
Pentwater Public School District,MI,284.0,Hybrid,Yes,No,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,300,8.333333333333334,55.0,36.666666666666664,100.0,1.3,3.2,0.0,0.0,0.0,1.9,16.7,1.9,9.5,31.0,28.6,4.8,4.8,0.0,100.0,85.7
Perry Public School District,MI,1165.0,Hybrid,Yes,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,1450,6.551724137931035,56.89655172413793,36.55172413793103,98.2,5.0,0.0,0.2,0.0,0.4,0.4,0.4,5.7,8.5,21.2,21.2,16.5,21.7,3.8,99.1,97.2
Summerfield School District,MI,760.0,On Premises,Yes,Unknown,No,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,835,7.18562874251497,56.88622754491018,35.92814371257485,100.0,4.0,0.0,1.7,0.0,5.7,0.0,4.6,0.9,4.6,10.3,29.9,26.4,12.6,4.6,97.7,87.4
Public Schools of Petoskey,MI,2922.0,Hybrid,No,Unknown,Unknown,Yes,Pending,Pending,Pending,Pending,Pending,Pending,2705,5.360443622920518,61.737523105360445,32.90203327171904,95.7,3.2,4.7,1.6,0.5,2.2,1.2,7.5,8.7,12.1,18.3,15.2,19.6,8.4,6.8,99.7,94.7
Pickford Public School District,MI,575.0,Online Only,Pending,Pending,Yes,Pending,Pending,Pending,Pending,Pending,Pending,Pending,230,4.3478260869565215,60.869565217391305,34.78260869565217,89.8,6.1,8.2,1.6,0.0,0.0,0.0,2.5,2.5,25.0,28.1,18.8,18.8,2.5,2.5,100.0,100.0
Elkton-Pigeon-Bay Port Laker Schools,MI,894.0,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,1000,9.5,62.5,28.0,97.5,1.5,1.0,0.4,1.4,2.6,5.3,4.4,7.0,21.9,14.9,21.9,14.0,4.4,4.4,98.2,86.8
Pinckney Community Schools,MI,3200.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Unknown,3850,5.324675324675325,49.87012987012987,44.8051948051948,97.7,1.0,0.4,1.4,0.9,0.6,2.1,3.7,2.9,4.7,16.8,16.0,27.3,17.0,9.0,99.2,94.0
Pinconning Area Schools,MI,1312.0,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1785,4.201680672268908,63.865546218487395,31.932773109243698,95.1,2.2,6.7,1.9,0.2,8.1,1.4,9.0,5.9,14.5,25.3,18.1,11.3,5.0,1.4,95.9,86.4
Pittsford Area School District,MI,600.0,Hybrid,Unknown,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,450,7.777777777777778,58.888888888888886,33.333333333333336,85.9,13.0,4.3,0.0,3.3,4.0,0.0,1.6,6.0,10.0,24.0,28.0,26.0,0.0,0.0,92.0,88.0
Plainwell Community Schools,MI,2792.0,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,Yes,3200,6.09375,66.5625,27.34375,96.6,8.7,9.7,1.6,9.1,5.2,1.7,9.4,3.9,8.0,19.3,18.2,23.4,6.6,4.4,94.8,86.8
Plymouth Canton Community School Dist,MI,17899.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Unknown,Unknown,Yes,Unknown,Yes,21750,6.2298850574712645,59.93103448275862,33.839080459770116,75.3,8.9,0.9,19.9,1.2000000000000002,1.6,0.7,2.6,3.6,5.2,9.9,10.0,26.9,15.9,23.5,99.7,97.4
School District of The City of Pontiac,MI,4502.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,11765,7.522311942201445,63.3659158521037,29.11177220569486,48.0,56.4,1.1,2.6,2.6,9.5,7.1,16.4,11.7,15.4,15.4,8.3,11.0,2.5,2.9,92.6,83.3
Portage Public School District,MI,8879.0,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,9735,6.985105290190036,65.89625064201336,27.11864406779661,87.5,10.4,1.5,6.1,0.4,3.6,1.0,2.9,4.0,6.5,16.9,12.2,28.9,11.9,12.0,98.3,96.3
Portland Public School District,MI,2076.0,Hybrid,Unknown,No,No,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,2560,8.59375,68.1640625,23.2421875,89.8,9.8,3.7,0.8,0.2,3.9,0.0,0.7,2.5,12.5,16.7,24.2,24.9,10.3,4.3,98.6,92.9
Posen Consolidated School District,MI,226.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for middle/high school students only,Unknown,Yes,Never closed,Yes,220,4.545454545454546,68.18181818181819,27.272727272727273,100.0,0.0,1.6,0.0,1.6,8.3,0.0,3.3,12.5,3.3,25.0,12.5,25.0,3.3,3.3,91.7,83.3
Potterville Public Schools,MI,921.0,Online Only,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,No,900,13.333333333333334,57.77777777777778,28.88888888888889,93.6,11.9,5.9,2.3,0.0,1.5,1.5,11.7,11.7,2.2,31.4,11.7,24.1,4.4,1.5,100.0,90.5
Quincy Community Schools,MI,1223.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1435,6.2717770034843205,66.2020905923345,27.526132404181183,98.5,1.8,0.0,0.5,0.5,6.0,1.2,11.9,9.5,14.3,17.9,14.9,16.7,6.5,1.8,86.3,78.6
Rapid River Public School District,MI,350.0,Hybrid,Yes,Unknown,Unknown,Pending,Not required,Required for high school students only,Yes,Yes,Never closed,Yes,320,4.6875,53.125,42.1875,88.4,1.2,8.7,0.0,4.3,7.1,4.8,11.9,7.1,11.9,21.4,14.3,19.0,1.9,0.0,88.1,73.8
Ravenna Public Schools,MI,1039.0,Hybrid,Unknown,Yes,No,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,1090,6.422018348623853,62.84403669724771,30.73394495412844,99.2,0.3,0.3,0.0,0.8,3.0,0.6,6.1,5.3,15.2,18.9,16.7,26.5,4.5,2.3,99.2,87.9
Reading Community School District,MI,780.0,Hybrid,Yes,Unknown,No,No,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,815,4.294478527607362,68.09815950920246,27.607361963190183,98.9,0.0,0.4,0.4,0.4,7.0,4.0,10.0,13.0,15.0,23.0,12.0,13.0,0.8,0.8,79.0,74.0
Redford Union School District 1,MI,2904.0,Online Only,Unknown,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,3665,8.867667121418826,60.982264665757164,30.15006821282401,36.7,63.4,1.4,1.4,2.5,9.1,4.6,10.8,8.2,15.6,20.6,7.6,17.4,5.6,0.7,96.5,86.1
South Redford School District,MI,3394.0,Online Only,No,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,3760,5.452127659574468,50.13297872340426,44.41489361702128,36.5,63.1,0.9,0.0,1.8,3.5,0.4,9.6,7.0,14.2,23.8,15.5,20.7,2.8,2.6,99.8,91.7
Reed City Area Public School District,MI,1585.0,Hybrid,Unknown,Pending,Pending,Pending,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,1700,8.823529411764707,64.70588235294117,26.470588235294116,99.2,2.8,0.2,2.2,0.4,6.9,4.2,9.5,7.9,18.5,21.7,12.7,14.3,2.1,1.6,95.8,79.4
Reese Public School District,MI,917.0,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for middle/high school students only,Unknown,Yes,Unknown,No,705,10.638297872340425,58.86524822695036,30.49645390070922,97.6,1.2,1.2,1.8,0.5,2.9,4.8,10.5,12.4,11.4,23.8,18.1,9.5,4.8,2.9,99.0,87.6
Chippewa Hills School District,MI,2127.0,Hybrid,Yes,Yes,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,2620,8.01526717557252,62.97709923664122,29.00763358778626,97.0,2.1,5.5,0.7,0.2,4.3,3.1,4.9,12.3,12.0,22.8,17.8,17.8,1.8,3.1,95.1,84.9
Republic-Michigamme School District,MI,132.0,On Premises,Unknown,No,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Unknown,165,6.0606060606060606,60.60606060606061,33.333333333333336,100.0,0.0,2.4,0.0,2.4,4.7,4.7,0.0,29.4,23.5,17.6,4.7,4.7,4.7,4.7,82.4,76.5
Gull Lake Community School District,MI,3220.0,Hybrid,Unknown,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,3580,6.284916201117318,54.05027932960894,39.66480446927374,87.2,8.4,0.7,6.4,1.1,2.1,0.0,1.8,2.9,7.9,17.8,15.4,27.2,11.5,13.6,99.2,94.2
Richmond Community School District,MI,1508.0,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,2235,13.19910514541387,55.257270693512304,31.543624161073826,92.9,6.0,1.6,0.8,2.2,0.0,2.0,11.1,3.3,11.1,6.6,24.6,25.0,10.2,5.7,98.0,95.1
River Rouge School District,MI,1951.0,Online Only,Yes,No,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,No,1455,6.8728522336769755,49.828178694158076,43.29896907216495,27.7,66.8,0.0,0.0,8.6,19.0,15.9,21.0,14.9,10.3,8.7,1.5,6.2,2.6,0.0,87.7,56.9
Riverview Community School District,MI,2941.0,Hybrid,Unknown,No,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Unknown,1460,7.191780821917808,52.73972602739726,40.06849315068493,96.0,5.7,0.0,0.0,0.0,6.2,1.0,4.8,2.9,6.7,18.2,28.2,22.5,1.4,7.7,98.1,93.8
Rochester Community Schools,MI,15436.0,Hybrid,Yes,No,Yes,Pending,Pending,Pending,Pending,Pending,Pending,Yes,17625,7.205673758865248,59.09219858156028,33.702127659574465,82.6,5.1,0.7,15.4,1.5,1.4,0.6,2.4,1.4,3.7,9.0,9.7,23.9,17.9,30.0,99.9,97.9
Mid Peninsula School District,MI,166.0,On Premises,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Unknown,220,9.090909090909092,59.09090909090909,31.818181818181817,93.5,1.7,8.7,0.0,0.0,2.9,2.9,2.9,10.7,10.7,42.9,14.3,7.1,2.9,2.9,100.0,82.1
Rockford Public School District,MI,8137.0,Hybrid,Yes,No,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,9435,9.114997350291468,60.731319554848966,30.153683094859566,96.2,2.5,1.6,3.0,1.8,1.7,2.6,0.4,2.1,6.1,15.0,14.2,31.0,14.3,12.4,98.8,97.0
Rogers City Area School District,MI,528.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,685,8.75912408759124,56.934306569343065,34.306569343065696,96.4,1.4,2.9,2.2,0.0,6.8,4.5,13.6,5.7,15.9,19.3,20.5,9.1,4.5,0.9,96.6,88.6
Romeo Community Schools,MI,5886.0,Hybrid,No,Unknown,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,6190,4.765751211631664,61.30856219709209,33.92568659127625,97.0,3.4,1.4,1.9,0.6,2.0,0.6,3.0,4.3,6.4,8.7,10.3,33.2,15.5,16.1,100.0,96.4
Romulus Community Schools,MI,3037.0,Hybrid,Unknown,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,4790,4.697286012526096,67.11899791231733,28.183716075156575,40.9,61.7,1.0,0.1,1.1,14.9,5.5,11.3,5.6,12.9,20.4,12.6,12.9,2.6,1.1,99.5,82.1
Roscommon Area Public School District,MI,974.0,Hybrid,Yes,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1360,5.882352941176471,61.39705882352941,32.720588235294116,94.2,4.4,5.4,0.3,0.3,8.1,3.4,8.1,10.7,17.4,24.2,15.4,10.1,0.5,2.0,91.3,87.9
Roseville Community School District,MI,5119.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Yes,6620,9.138972809667674,58.610271903323266,32.25075528700906,70.3,29.5,1.4,1.3,4.0,8.4,6.6,10.9,10.1,15.2,22.9,11.8,10.3,3.2,0.6,95.6,87.1
Royal Oak School District,MI,5561.0,Online Only,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Unknown,Yes,Closed indefinitely,No,5825,8.068669527896995,62.48927038626609,29.44206008583691,93.1,6.0,0.3,4.3,0.6,2.5,0.8,2.4,2.9,5.3,10.4,17.2,28.5,15.5,14.6,99.6,97.1
Rudyard Area School District,MI,614.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,1265,5.928853754940712,66.79841897233202,27.272727272727273,75.0,2.6,38.4,4.5,2.6,5.8,4.3,11.6,12.3,13.0,23.2,17.4,9.4,1.4,0.6,93.5,89.1
Carrollton Public School District,MI,1920.0,Online Only,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,1085,5.529953917050691,60.36866359447004,34.10138248847926,75.1,30.7,0.0,0.0,1.1,1.2,6.8,1.9,34.6,17.3,11.1,14.8,12.3,0.0,0.0,100.0,98.8
Saginaw Township Community School Dist,MI,4960.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,5030,7.455268389662028,63.32007952286283,29.22465208747515,78.9,16.0,2.3,7.6,3.4,1.9,2.7,3.4,7.8,13.9,17.4,16.8,20.6,8.3,7.2,98.6,95.9
School District of The City of Saginaw,MI,7052.0,Hybrid,Unknown,Yes,Unknown,Yes,Required for all staff,Required for all students,Yes,No,Unknown,Yes,10250,7.951219512195122,60.58536585365854,31.463414634146343,43.8,57.7,2.5,1.0,5.9,10.8,7.7,18.8,16.5,14.4,15.5,7.3,7.5,1.1,0.2,90.3,81.8
Swan Valley School District,MI,1779.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Yes,1220,3.6885245901639343,56.14754098360656,40.16393442622951,97.7,3.0,1.7,0.0,0.0,2.7,0.0,5.5,12.6,6.6,21.3,11.5,25.1,8.2,7.1,97.3,90.7
St Charles Community School District,MI,1060.0,Hybrid,Yes,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,940,6.914893617021277,61.702127659574465,31.382978723404257,98.4,3.1,2.1,1.6,1.6,1.7,4.2,5.9,17.8,7.6,22.9,16.9,16.1,5.9,0.7,93.2,89.8
Lake Shore Public School District,MI,3436.0,Hybrid,Yes,Yes,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,3155,12.361331220285262,62.59904912836767,25.039619651347067,96.4,5.9,5.5,0.9,0.3,3.6,1.0,3.1,6.0,15.3,24.4,16.1,21.3,5.5,3.4,99.0,97.7
Lakeview Public Schools,MI,4281.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,2600,6.730769230769231,64.23076923076923,29.03846153846154,96.0,6.4,1.5,2.0,0.4,1.7,1.5,3.2,6.4,11.6,18.3,21.8,23.3,9.0,3.2,99.4,97.1
South Lake Schools,MI,1819.0,Unknown,No,Yes,Pending,Yes,Pending,Pending,Pending,Pending,Pending,Pending,2365,7.399577167019028,63.00211416490486,29.59830866807611,72.4,27.2,0.2,0.6,1.0,2.8,0.7,8.6,9.7,7.9,23.8,15.2,16.2,9.3,5.5,97.2,96.2
St Ignace Area School District,MI,620.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,500,10.0,59.0,31.0,57.0,5.0,43.0,0.0,0.8,5.6,8.3,12.5,13.9,19.4,19.4,11.1,4.2,1.1,4.2,94.4,87.5
Saint Johns Public School District,MI,3025.0,Hybrid,Yes,Unknown,Unknown,Unknown,Unknown,Required for all students,Unknown,Unknown,Unknown,Yes,3415,9.370424597364568,60.61493411420205,30.01464128843338,98.3,3.3,0.4,0.3,0.6,3.6,3.1,2.4,6.9,6.4,20.6,22.0,24.4,6.6,4.0,97.2,91.2
St Joseph Public Schools,MI,3165.0,Hybrid,Unknown,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,2465,9.939148073022313,55.98377281947262,34.07707910750507,90.8,2.9,2.4,6.5,1.5,0.2,0.9,1.8,3.7,2.8,16.0,13.8,31.3,18.1,11.0,100.0,96.6
St Louis Public School District,MI,1106.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,No,Closed indefinitely,Yes,1180,8.05084745762712,60.16949152542373,31.779661016949152,94.2,5.8,2.2,1.8,0.0,6.8,1.4,2.7,4.7,13.5,23.0,23.0,19.6,3.4,2.7,98.0,89.2
Saline Area School District,MI,5533.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,5950,5.126050420168068,61.9327731092437,32.94117647058823,94.0,5.0,1.4,5.4,0.8,1.5,0.5,0.9,2.0,1.5,6.9,9.5,27.5,15.7,33.7,99.1,95.7
